tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1999516487728435663',RT @undefined: .@Timodc joined the latest episode of @GavinNewsom's podcast to talk how Donald Trump is starting to make the mistakes of a normal politician and much more. Watch it here: https://t.co/szcSZjfnxl,en,Retweet,28,389,79,52,182577,2025-12-12 11:27:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=frLiRbeuTpg&t=2094s,,
'1999663524055052577',"Fox News really doesn’t know what to do with themselves now that Trump’s influence is slipping.

Going to need a new job soon, Laura!",en,Tweet,184,17764,1809,743,839950,2025-12-12 21:11:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2013068949114552643',"The DOT wants flyers to dress better to improve behavior, but many say the real problem is flying itself. https://t.co/98H7itoB1D",en,Tweet,0,82,6,2,21362,2026-01-18 21:00:13,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,video,https://video.twimg.com/ext_tw_video/2013068916206002176/pu/vid/avc1/720x1280/yq5zGH95QemJQwji.mp4?tag=12
'1999541548757745865',"RT @undefined: ""Trump is, for once, making a normal-politician mistake....He's getting out of touch with what his voters want."" And anybody can run against that. Right?

@Timodc joins @CAgovernor: https://t.co/l1gd9tVgXy",en,Retweet,69,1993,323,173,124661,2025-12-12 13:07:09,"<a href=""https://publer.com"" rel=""nofollow"">Publer.com</a>",,,video,https://video.twimg.com/amplify_video/1999541386740203523/vid/avc1/1280x720/buOdQBQHq6PinP4S.mp4?tag=14
'1999545618159612074',Your knee pads are in the mail. Xoxo,en,Tweet,528,42673,3790,1677,1842908,2025-12-12 13:23:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1999533216835698724',RT @undefined: Grateful to Governor Newsom and these emergency response teams from California for stepping up to help in a critical moment.,en,Retweet,31,2492,398,137,253898,2025-12-12 12:34:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1999515417870565567',And we plan to keep it that way.,en,Tweet,582,33019,4527,613,560275,2025-12-12 11:23:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1999351908134539741',Our children are watching a president who calls people “retards” and “piggies.” It’s disgusting. https://t.co/UDCyP8q0KZ,en,Tweet,1634,85748,14378,13690,3075317,2025-12-12 00:33:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1999351706321334272/vid/avc1/1920x1080/GGb9o_u0w44QPjtF.mp4?tag=21
'1999333076124729660',Totally. https://t.co/KMlsCGIzOT,en,Tweet,570,47092,3122,810,1284716,2025-12-11 23:18:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G78OzoWXAAY7r8t.jpg
'2013594801698984200',"RT @undefined: Introducing @AnimaApp, the UX Design agent 🎉

Vibe coding doesn't have to be an AI slope. Anima understands your brand and design system, and it plays well with other agents via MCP.

https://t.co/5VTSbmIvn6",en,Retweet,74,64,5,0,53151,2026-01-20 07:49:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.linkedin.com/pulse/introducing-anima-ux-design-agent-avishay-cohen-t1lqf,,
'1999329284549447743',"Yes, it’s called DEMOCRACY.",en,Tweet,1138,64599,8365,1382,1651482,2025-12-11 23:03:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1999327355756773881',A WIN FOR AMERICA.,en,Tweet,305,39862,2479,688,729222,2025-12-11 22:56:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1999322317340705226',WOW! An accurate Fox News headline! https://t.co/zgKosx0AqO,en,Tweet,146,24338,2870,1194,267576,2025-12-11 22:36:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G78FDSUbEAArsNL.jpg
'1999207356639371536',"Trump is a weak mob boss — desperate to maintain his power.

Pathetic he has to threaten to starve children and rip grandma’s health care away to rig the midterms.",en,Tweet,221,18016,3586,1266,581732,2025-12-11 14:59:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1999173042598023267',"WOW! MY GOLD EDITION ART OF THE DEAL IS NOW ON SALE!!

CERTIFIED GAVIN GOLD, SIGNED BY A REAL DEALMAKER, AND PERFECT FOR CHRISTMAS AND HANUKKAH!

BUY NOW FOR $480.48. 

A FAIR PRICE, IN FACT A BARGAIN, FOR PATRIOTS WITH TASTE! 🎄🇺🇸 https://t.co/V5mYnjS4qt https://t.co/U3jHJVPLy4",en,Tweet,64,2528,296,614,296537,2025-12-11 12:42:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://store.gavinnewsom.com/gavin-s-gold-edition-the-art-of-the-deal/,photo,https://pbs.twimg.com/media/G759QrmXAAE3a6t.jpg
'1999159230503452767',Americans are being forced to live on the edge in an economy that is built to serve billionaires — not the working class. https://t.co/vyPfdcbN2v,en,Tweet,110,8286,1719,2097,165695,2025-12-11 11:47:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1999159166439657472/vid/avc1/1280x720/8v2VhsjYmFC9Z6dG.mp4?tag=21
'1999151582936699326',@libsoftiktok ❄️❄️❄️,qme,Reply,7,1467,45,31,18292,2025-12-11 11:17:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2013659678517923857',"If you’re already buying it, you might as well earn on it. https://t.co/uldjNc2iKr",en,Tweet,0,4,0,0,32510,2026-01-20 12:07:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2013657601133678593/vid/avc1/720x1280/r1jZ-5EgI6x20pt4.mp4?tag=21
'1999146820908581078',"Great work, @realDonaldTrump. https://t.co/Hu467mV3ro",en,Tweet,79,5630,1150,707,129058,2025-12-11 10:58:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G75lcCQagAACsTz.jpg
'1998986746923725136',❄️,art,Tweet,180,20613,1222,661,1196085,2025-12-11 00:22:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998956911677563379',RT @undefined: LIVE NOW: Governor Newsom and First Partner @JenSiebelNewsom host the 94th Annual California State Capitol Tree Lighting Ceremony. https://t.co/5oSwC2VLZb,en,Retweet,18,785,124,215,127022,2025-12-10 22:24:01,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,https://x.com/i/broadcasts/1yoJMPjRPPnGQ,,
'1998898153131749714',https://t.co/s7BJ5npxFB,zxx,Tweet,3987,108754,12924,8994,16027760,2025-12-10 18:30:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1998897977134559235/vid/avc1/1080x1080/nArN0NFxolOuB1ED.mp4?tag=21
'1998821688511967427',Donald Trump is the most destructive president in our history. https://t.co/mwHKStN6Ie,en,Tweet,491,34221,6148,4229,424038,2025-12-10 13:26:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/1998819575979536384/vid/avc1/1920x1080/S6R4c_rz9Fohim7c.mp4?tag=21
'1999517427692945678',"Do you want to bond $RUNE to a node?

I have room for a new bond provider on my node.

Message me for more details.",en,Tweet,4,32,4,1,32882,2025-12-12 11:31:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1998615858197967073',Good to know.,en,Tweet,822,36223,1897,649,937199,2025-12-09 23:48:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998614487566582218',Donald Trump is in poor physical health.,en,Tweet,1378,99753,12112,2458,1533365,2025-12-09 23:43:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998589927504884222',"“Making them rich” 

Trump’s tariff war has contributed to a projected $44 BILLION in losses for American farmers. https://t.co/FcBKKPWYEh",en,Tweet,70,4351,1348,374,165379,2025-12-09 22:05:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G7xq8lYaMAAi6jP.jpg
'1998580110220472337',Congratulations Mayor @EileenHigginsFL!!,en,Tweet,166,18226,2134,263,303251,2025-12-09 21:26:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1993696300420968449',"Apartment owners are bleeding millions through a trap they never see coming.

Warranty loopholes and construction defect cover-ups are systematically destroying returns.

This isn't about bad contractors.

It's a coordinated system designed to shift risk onto you after closing: https://t.co/ICIRxfxqkB",en,Tweet,32,49,17,8,229059,2025-11-26 10:00:13,"<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>",,,photo,https://pbs.twimg.com/media/G6sIOBiawAAX_sp.jpg
'1998526166588891367',A++++ fail,en,Tweet,59,7743,659,643,228525,2025-12-09 17:52:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998428299501126016',"This might not be the book people expected me to write.

It's about something universal — the messiness of becoming who we are.

Young Man in a Hurry is out February 2026.

Pre-order it here: https://t.co/WMGKrREIre https://t.co/OtB0MlcFSf",en,Tweet,379,4436,642,3337,909796,2025-12-09 11:23:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,http://linktr.ee/govgavinnewsom,video,https://video.twimg.com/amplify_video/1998426443290992640/vid/avc1/1920x1080/aJt-41mXXLgXSwmT.mp4?tag=21
'1998250922557010083',Sean Duffy would like you to do pulls up while he forces you to wait for your delayed flight.,en,Tweet,114,12736,1801,1283,597772,2025-12-08 23:38:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1998148391738691767',"RT @undefined: A real “America First” agenda doesn’t look like a Trump Tower in the Gulf States, a golf course in Vietnam, or a crypto deal in Pakistan. https://t.co/wVTsH50NTV",en,Retweet,58,2985,711,112,96181,2025-12-08 16:51:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1998147846101737473/vid/avc1/1920x1080/QYDJ3VO2NgtfGiwC.mp4?tag=21
'2013982857513803808',"Rich Dad, Poor Timing. 📉 

Robert Kiyosaki sold his lifelong silver stack last year at $30 to go all-in on Bitcoin. 

Now, with Silver hitting $95 and BTC stalling, he’s buying back in at 3x the price. 

A brutal lesson in chasing the shiny new thing. https://t.co/TcIqjOk7X4",en,Tweet,2,7,2,2,9843,2026-01-21 09:31:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2013982689486086144/vid/avc1/1920x1080/0mrKU2IPgcURq8zL.mp4?tag=21
'1998138790456783356',"Trump’s pathetic “peace prize” is a true sign of the deterioration of our nation and the Presidency.

The groveling and the capitulation to this man and his ego is embarrassing. https://t.co/WVPS4slM8F",en,Tweet,314,31098,6018,2613,292846,2025-12-08 16:13:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1998138654406082560/vid/avc1/1280x720/FZPgFfqxNq7inFkJ.mp4?tag=21
'1998101169974165916',"America is about to become unrecognizable. 

CEO’s, law firms, and elected officials need to get off their knees and fight for something. https://t.co/pDWU2YRQ0N",en,Tweet,303,19321,3868,1896,229495,2025-12-08 13:43:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1998101102638850048/vid/avc1/1280x720/haXUevDV1R2ftUo1.mp4?tag=21
'1997702613584986194',"Great work, @realDonaldTrump.",en,Tweet,351,41073,5224,5337,1241714,2025-12-07 11:19:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997197049406865795',WOW!,qst,Tweet,472,19845,773,10240,836705,2025-12-06 01:50:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1997193636539457864',Thank you!!,en,Tweet,812,81069,7818,1416,1528524,2025-12-06 01:37:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
